Subject,Run,task,Movement_RelativeRMS_mean
102513,tfMRI_MOTOR_LR,4,0.057488
102513,tfMRI_WM_RL,7,0.0579131
102513,tfMRI_WM_LR,7,0.0721135
102513,tfMRI_EMOTION_RL,1,0.0513923
102513,tfMRI_EMOTION_LR,1,0.048931
102513,tfMRI_GAMBLING_RL,2,0.0706663
102513,tfMRI_GAMBLING_LR,2,0.060135
102513,tfMRI_LANGUAGE_RL,3,0.0621193
102513,tfMRI_LANGUAGE_LR,3,0.067865
102513,tfMRI_RELATIONAL_RL,5,0.0564116
102513,tfMRI_RELATIONAL_LR,5,0.0484761
102513,tfMRI_SOCIAL_RL,6,0.0590876
102513,tfMRI_SOCIAL_LR,6,0.0508728
102614,rfMRI_REST1_LR,0,0.0445906
102614,rfMRI_REST1_RL,0,0.0493575
102614,rfMRI_REST2_LR,0,0.048912
102614,rfMRI_REST2_RL,0,0.0525962
102614,tfMRI_MOTOR_RL,4,0.0565685
102614,tfMRI_MOTOR_LR,4,0.070486
102614,tfMRI_WM_RL,7,0.0641256
102614,tfMRI_WM_LR,7,0.0640103
102614,tfMRI_EMOTION_RL,1,0.0487826
102614,tfMRI_EMOTION_LR,1,0.0505459
102614,tfMRI_GAMBLING_RL,2,0.0653196
102614,tfMRI_GAMBLING_LR,2,0.0480879
102614,tfMRI_LANGUAGE_RL,3,0.0542148
102614,tfMRI_LANGUAGE_LR,3,0.0587371
102614,tfMRI_RELATIONAL_RL,5,0.0600304
102614,tfMRI_RELATIONAL_LR,5,0.066594
102614,tfMRI_SOCIAL_RL,6,0.0467358
102614,tfMRI_SOCIAL_LR,6,0.0556491
102715,rfMRI_REST1_LR,0,0.0793686
102715,rfMRI_REST1_RL,0,0.0818278
102715,rfMRI_REST2_LR,0,0.0593291
102715,rfMRI_REST2_RL,0,0.0531137
102715,tfMRI_MOTOR_RL,4,0.0891472
102715,tfMRI_MOTOR_LR,4,0.0843886
102715,tfMRI_WM_RL,7,0.0815269
102715,tfMRI_WM_LR,7,0.0926966
102715,tfMRI_EMOTION_RL,1,0.06138
102715,tfMRI_EMOTION_LR,1,0.0621031
102715,tfMRI_GAMBLING_RL,2,0.0742395
102715,tfMRI_GAMBLING_LR,2,0.0635283
102715,tfMRI_LANGUAGE_RL,3,0.0681872
102715,tfMRI_LANGUAGE_LR,3,0.066563
102715,tfMRI_RELATIONAL_RL,5,0.0768842
102715,tfMRI_RELATIONAL_LR,5,0.0805238
102715,tfMRI_SOCIAL_RL,6,0.0696712
102715,tfMRI_SOCIAL_LR,6,0.0675393
102816,rfMRI_REST1_LR,0,0.148416
102816,rfMRI_REST1_RL,0,0.103726
102816,rfMRI_REST2_LR,0,0.115159
102816,rfMRI_REST2_RL,0,0.133198
102816,tfMRI_MOTOR_RL,4,0.116152
102816,tfMRI_MOTOR_LR,4,0.11808
102816,tfMRI_WM_RL,7,0.0883752
102816,tfMRI_WM_LR,7,0.09711
102816,tfMRI_EMOTION_RL,1,0.149347
102816,tfMRI_EMOTION_LR,1,0.114537
102816,tfMRI_GAMBLING_RL,2,0.0897564
102816,tfMRI_GAMBLING_LR,2,0.0998881
102816,tfMRI_LANGUAGE_RL,3,0.115456
102816,tfMRI_LANGUAGE_LR,3,0.0939781
102816,tfMRI_RELATIONAL_RL,5,0.198215
102816,tfMRI_RELATIONAL_LR,5,0.170421
102816,tfMRI_SOCIAL_RL,6,0.120349
102816,tfMRI_SOCIAL_LR,6,0.191925
103010,rfMRI_REST1_LR,0,0.0916601
103010,rfMRI_REST1_RL,0,0.089317
103010,rfMRI_REST2_LR,0,0.0714051
103010,rfMRI_REST2_RL,0,0.0699892
103010,tfMRI_MOTOR_RL,4,0.0747622
103010,tfMRI_MOTOR_LR,4,0.10151
103010,tfMRI_WM_RL,7,0.124495
103010,tfMRI_WM_LR,7,0.126737
103010,tfMRI_EMOTION_RL,1,
103010,tfMRI_EMOTION_LR,1,
103010,tfMRI_GAMBLING_RL,2,0.103621
103010,tfMRI_GAMBLING_LR,2,0.0947634
103010,tfMRI_LANGUAGE_RL,3,0.0803788
103010,tfMRI_LANGUAGE_LR,3,0.0840742
103010,tfMRI_RELATIONAL_RL,5,
103010,tfMRI_RELATIONAL_LR,5,
103010,tfMRI_SOCIAL_RL,6,0.0707233
103010,tfMRI_SOCIAL_LR,6,
103111,rfMRI_REST1_LR,0,0.0878672
103111,rfMRI_REST1_RL,0,0.0990799
103111,rfMRI_REST2_LR,0,0.102512
103111,rfMRI_REST2_RL,0,0.101631
103111,tfMRI_MOTOR_RL,4,0.109604
103111,tfMRI_MOTOR_LR,4,0.114327
103111,tfMRI_WM_RL,7,0.0905263
103111,tfMRI_WM_LR,7,0.0984416
103111,tfMRI_EMOTION_RL,1,0.0921371
103111,tfMRI_EMOTION_LR,1,0.0986147
103111,tfMRI_GAMBLING_RL,2,0.0870214
103111,tfMRI_GAMBLING_LR,2,0.0986377
103111,tfMRI_LANGUAGE_RL,3,0.123679
103111,tfMRI_LANGUAGE_LR,3,0.107374
103111,tfMRI_RELATIONAL_RL,5,0.097529
103111,tfMRI_RELATIONAL_LR,5,0.0881895
103111,tfMRI_SOCIAL_RL,6,0.100062
103111,tfMRI_SOCIAL_LR,6,0.110756
103212,rfMRI_REST1_LR,0,0.111468
103212,rfMRI_REST1_RL,0,0.0904155
103212,rfMRI_REST2_LR,0,0.076979
103212,rfMRI_REST2_RL,0,0.0760808
103212,tfMRI_MOTOR_RL,4,0.0805002
103212,tfMRI_MOTOR_LR,4,0.0910725
103212,tfMRI_WM_RL,7,0.0824942
103212,tfMRI_WM_LR,7,0.07956
103212,tfMRI_EMOTION_RL,1,0.082872
103212,tfMRI_EMOTION_LR,1,0.0890445
103212,tfMRI_GAMBLING_RL,2,0.086993
103212,tfMRI_GAMBLING_LR,2,0.0747713
103212,tfMRI_LANGUAGE_RL,3,0.0985438
103212,tfMRI_LANGUAGE_LR,3,0.098973
103212,tfMRI_RELATIONAL_RL,5,0.14142
103212,tfMRI_RELATIONAL_LR,5,0.120749
103212,tfMRI_SOCIAL_RL,6,0.108221
103212,tfMRI_SOCIAL_LR,6,0.0930668
103414,rfMRI_REST1_LR,0,0.0686336
103414,rfMRI_REST1_RL,0,0.0795817
103414,rfMRI_REST2_LR,0,0.0691624
103414,rfMRI_REST2_RL,0,0.0623803
103414,tfMRI_MOTOR_RL,4,0.0885455
103414,tfMRI_MOTOR_LR,4,0.0874825
103414,tfMRI_WM_RL,7,0.0867738
103414,tfMRI_WM_LR,7,0.0851635
103414,tfMRI_EMOTION_RL,1,0.0845252
103414,tfMRI_EMOTION_LR,1,0.0761257
103414,tfMRI_GAMBLING_RL,2,0.0922398
103414,tfMRI_GAMBLING_LR,2,0.101214
103414,tfMRI_LANGUAGE_RL,3,0.063168
103414,tfMRI_LANGUAGE_LR,3,0.0670423
103414,tfMRI_RELATIONAL_RL,5,0.072889
103414,tfMRI_RELATIONAL_LR,5,0.0798356
103414,tfMRI_SOCIAL_RL,6,0.0675435
103414,tfMRI_SOCIAL_LR,6,0.0750928
103515,rfMRI_REST1_LR,0,0.117846
103515,rfMRI_REST1_RL,0,0.1129
103515,rfMRI_REST2_LR,0,0.148865
103515,rfMRI_REST2_RL,0,0.173427
103515,tfMRI_MOTOR_RL,4,0.181083
103515,tfMRI_MOTOR_LR,4,0.128179
103515,tfMRI_WM_RL,7,0.133509
103515,tfMRI_WM_LR,7,0.173551
103515,tfMRI_EMOTION_RL,1,0.127102
103515,tfMRI_EMOTION_LR,1,0.126602
103515,tfMRI_GAMBLING_RL,2,0.132389
103515,tfMRI_GAMBLING_LR,2,0.114207
103515,tfMRI_LANGUAGE_RL,3,0.170603
103515,tfMRI_LANGUAGE_LR,3,0.169458
103515,tfMRI_RELATIONAL_RL,5,0.160541
103515,tfMRI_RELATIONAL_LR,5,0.150738
103515,tfMRI_SOCIAL_RL,6,0.115868
103515,tfMRI_SOCIAL_LR,6,0.138297
103818,rfMRI_REST1_LR,0,0.103672
103818,rfMRI_REST1_RL,0,0.0922403
103818,rfMRI_REST2_LR,0,0.0895274
103818,rfMRI_REST2_RL,0,0.0921655
103818,tfMRI_MOTOR_RL,4,0.0909445
103818,tfMRI_MOTOR_LR,4,0.108507
103818,tfMRI_WM_RL,7,0.0858406
103818,tfMRI_WM_LR,7,0.110017
103818,tfMRI_EMOTION_RL,1,0.0867308
103818,tfMRI_EMOTION_LR,1,0.0969778
103818,tfMRI_GAMBLING_RL,2,0.0820611
103818,tfMRI_GAMBLING_LR,2,0.100764
103818,tfMRI_LANGUAGE_RL,3,0.0946336
103818,tfMRI_LANGUAGE_LR,3,0.104416
103818,tfMRI_RELATIONAL_RL,5,0.0876231
103818,tfMRI_RELATIONAL_LR,5,0.0978728
103818,tfMRI_SOCIAL_RL,6,0.0984905
103818,tfMRI_SOCIAL_LR,6,0.108986
104012,rfMRI_REST1_LR,0,0.0744628
104012,rfMRI_REST1_RL,0,0.0641719
104012,rfMRI_REST2_LR,0,0.0813303
104012,rfMRI_REST2_RL,0,0.0701477
104012,tfMRI_MOTOR_RL,4,0.0669059
104012,tfMRI_MOTOR_LR,4,0.0776484
104012,tfMRI_WM_RL,7,0.0681193
104012,tfMRI_WM_LR,7,0.0805214
104012,tfMRI_EMOTION_RL,1,0.0871207
104012,tfMRI_EMOTION_LR,1,0.101226
104012,tfMRI_GAMBLING_RL,2,0.0663088
104012,tfMRI_GAMBLING_LR,2,0.0780558
104012,tfMRI_LANGUAGE_RL,3,0.0722071
104012,tfMRI_LANGUAGE_LR,3,0.0723301
104012,tfMRI_RELATIONAL_RL,5,0.0900711
104012,tfMRI_RELATIONAL_LR,5,0.0737316
104012,tfMRI_SOCIAL_RL,6,0.0743534
104012,tfMRI_SOCIAL_LR,6,0.0874003
104416,rfMRI_REST1_LR,0,0.0420265
104416,rfMRI_REST1_RL,0,0.0515491
104416,rfMRI_REST2_LR,0,0.0581719
104416,rfMRI_REST2_RL,0,0.0690091
104416,tfMRI_MOTOR_RL,4,0.0446807
104416,tfMRI_MOTOR_LR,4,0.0467232
104416,tfMRI_WM_RL,7,0.0438301
104416,tfMRI_WM_LR,7,0.0449824
104416,tfMRI_EMOTION_RL,1,0.0594624
104416,tfMRI_EMOTION_LR,1,0.0742064
104416,tfMRI_GAMBLING_RL,2,0.0413214
104416,tfMRI_GAMBLING_LR,2,0.0519915
104416,tfMRI_LANGUAGE_RL,3,0.0550176
104416,tfMRI_LANGUAGE_LR,3,0.0493798
104416,tfMRI_RELATIONAL_RL,5,0.0543165
104416,tfMRI_RELATIONAL_LR,5,0.0641393
104416,tfMRI_SOCIAL_RL,6,0.0550525
104416,tfMRI_SOCIAL_LR,6,0.0613497
104820,rfMRI_REST1_LR,0,0.212404
104820,rfMRI_REST1_RL,0,0.10111
104820,rfMRI_REST2_LR,0,0.124023
104820,rfMRI_REST2_RL,0,0.209568
104820,tfMRI_MOTOR_RL,4,0.14474
104820,tfMRI_MOTOR_LR,4,0.128376
104820,tfMRI_WM_RL,7,0.11849
104820,tfMRI_WM_LR,7,0.114633
104820,tfMRI_EMOTION_RL,1,0.136497
104820,tfMRI_EMOTION_LR,1,0.132787
104820,tfMRI_GAMBLING_RL,2,0.120462
104820,tfMRI_GAMBLING_LR,2,0.126363
104820,tfMRI_LANGUAGE_RL,3,0.121755
104820,tfMRI_LANGUAGE_LR,3,0.115637
104820,tfMRI_RELATIONAL_RL,5,0.141243
104820,tfMRI_RELATIONAL_LR,5,0.136161
104820,tfMRI_SOCIAL_RL,6,0.114663
104820,tfMRI_SOCIAL_LR,6,0.127241
105014,rfMRI_REST1_LR,0,0.0677193
105014,rfMRI_REST1_RL,0,0.0897726
105014,rfMRI_REST2_LR,0,0.0688612
105014,rfMRI_REST2_RL,0,0.0616289
105014,tfMRI_MOTOR_RL,4,0.0792107
105014,tfMRI_MOTOR_LR,4,0.0911341
105014,tfMRI_WM_RL,7,0.0750524
105014,tfMRI_WM_LR,7,0.0793845
105014,tfMRI_EMOTION_RL,1,0.0784416
105014,tfMRI_EMOTION_LR,1,0.0670378
105014,tfMRI_GAMBLING_RL,2,0.0861152
105014,tfMRI_GAMBLING_LR,2,0.0665788
105014,tfMRI_LANGUAGE_RL,3,0.0685934
105014,tfMRI_LANGUAGE_LR,3,0.0889252
105014,tfMRI_RELATIONAL_RL,5,0.0682773
105014,tfMRI_RELATIONAL_LR,5,0.0637387
105014,tfMRI_SOCIAL_RL,6,0.0687422
105014,tfMRI_SOCIAL_LR,6,0.0803882
105115,rfMRI_REST1_LR,0,0.0653098
105115,rfMRI_REST1_RL,0,0.0645389
105115,rfMRI_REST2_LR,0,0.0705207
105115,rfMRI_REST2_RL,0,0.0595736
105115,tfMRI_MOTOR_RL,4,0.0680001
105115,tfMRI_MOTOR_LR,4,0.0710109
105115,tfMRI_WM_RL,7,0.0742272
105115,tfMRI_WM_LR,7,0.05877
105115,tfMRI_EMOTION_RL,1,0.0716407
105115,tfMRI_EMOTION_LR,1,0.0656129
105115,tfMRI_GAMBLING_RL,2,0.0632107
105115,tfMRI_GAMBLING_LR,2,0.0527681
105115,tfMRI_LANGUAGE_RL,3,0.0747197
105115,tfMRI_LANGUAGE_LR,3,0.0741278
105115,tfMRI_RELATIONAL_RL,5,0.069879
105115,tfMRI_RELATIONAL_LR,5,0.0751628
105115,tfMRI_SOCIAL_RL,6,0.0594998
105115,tfMRI_SOCIAL_LR,6,0.0604144
105216,rfMRI_REST1_LR,0,0.0559341
105216,rfMRI_REST1_RL,0,0.0661624
105216,rfMRI_REST2_LR,0,0.0634036
105216,rfMRI_REST2_RL,0,0.0578027
105216,tfMRI_MOTOR_RL,4,0.0576398
105216,tfMRI_MOTOR_LR,4,0.0637607
105216,tfMRI_WM_RL,7,0.0679579
105216,tfMRI_WM_LR,7,0.0609195
105216,tfMRI_EMOTION_RL,1,0.05332
105216,tfMRI_EMOTION_LR,1,0.0512475
105216,tfMRI_GAMBLING_RL,2,0.056784
105216,tfMRI_GAMBLING_LR,2,0.0650897
105216,tfMRI_LANGUAGE_RL,3,0.0553696
105216,tfMRI_LANGUAGE_LR,3,0.0591197
105216,tfMRI_RELATIONAL_RL,5,0.0666789
105216,tfMRI_RELATIONAL_LR,5,0.0716994
105216,tfMRI_SOCIAL_RL,6,0.0566853
105216,tfMRI_SOCIAL_LR,6,0.0526821
105620,rfMRI_REST1_LR,0,0.0450656
105620,rfMRI_REST1_RL,0,0.0460175
105620,rfMRI_REST2_LR,0,0.0499844
105620,rfMRI_REST2_RL,0,0.0503246
105620,tfMRI_MOTOR_RL,4,0.047156
105620,tfMRI_MOTOR_LR,4,0.0490683
105620,tfMRI_WM_RL,7,0.0476724
105620,tfMRI_WM_LR,7,0.0455773
105620,tfMRI_EMOTION_RL,1,0.060503
105620,tfMRI_EMOTION_LR,1,0.0628928
105620,tfMRI_GAMBLING_RL,2,0.0620575
105620,tfMRI_GAMBLING_LR,2,0.0531172
105620,tfMRI_LANGUAGE_RL,3,0.0570429
105620,tfMRI_LANGUAGE_LR,3,0.0632208
105620,tfMRI_RELATIONAL_RL,5,0.05274
105620,tfMRI_RELATIONAL_LR,5,0.0796862
105620,tfMRI_SOCIAL_RL,6,0.0511005
105620,tfMRI_SOCIAL_LR,6,0.0784473
105923,rfMRI_REST1_LR,0,0.0628743
105923,rfMRI_REST1_RL,0,0.0576445
105923,rfMRI_REST2_LR,0,0.0776829
105923,rfMRI_REST2_RL,0,0.0878874
105923,tfMRI_MOTOR_RL,4,0.0742704
105923,tfMRI_MOTOR_LR,4,0.076505
105923,tfMRI_WM_RL,7,0.0564764
105923,tfMRI_WM_LR,7,0.046555
105923,tfMRI_EMOTION_RL,1,0.0640732
105923,tfMRI_EMOTION_LR,1,0.0634948
105923,tfMRI_GAMBLING_RL,2,0.0529171
105923,tfMRI_GAMBLING_LR,2,0.0627687
105923,tfMRI_LANGUAGE_RL,3,0.0788503
105923,tfMRI_LANGUAGE_LR,3,0.0769601
105923,tfMRI_RELATIONAL_RL,5,0.0681733
105923,tfMRI_RELATIONAL_LR,5,0.0680557
105923,tfMRI_SOCIAL_RL,6,0.0719271
105923,tfMRI_SOCIAL_LR,6,0.0730557
106016,rfMRI_REST1_LR,0,0.0886393
106016,rfMRI_REST1_RL,0,0.105928
106016,rfMRI_REST2_LR,0,0.0812236
106016,rfMRI_REST2_RL,0,0.0732211
106016,tfMRI_MOTOR_RL,4,0.110356
106016,tfMRI_MOTOR_LR,4,0.108829
106016,tfMRI_WM_RL,7,0.114883
