Subject,Run,task,Movement_RelativeRMS_mean,Release,Acquisition,Gender,Age,Age__22-25,Age__26-30,Age__31-35,Age__36+,Gender__F,Gender__M,Acquisition__Q01,Acquisition__Q02,Acquisition__Q03,Acquisition__Q04,Acquisition__Q05,Acquisition__Q06,Acquisition__Q07,Acquisition__Q08,Acquisition__Q09,Acquisition__Q10,Acquisition__Q11,Acquisition__Q12,Acquisition__Q13,Release__MEG2,Release__Q1,Release__Q2,Release__Q3,Release__S1200,Release__S500,Release__S900
100307,tfMRI_WM_LR,7,0.0639515,Q1,Q01,F,26-30,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100307,tfMRI_EMOTION_RL,1,0.06788,Q1,Q01,F,26-30,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100307,tfMRI_EMOTION_LR,1,0.0551148,Q1,Q01,F,26-30,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100307,tfMRI_GAMBLING_RL,2,0.0592229,Q1,Q01,F,26-30,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100307,tfMRI_GAMBLING_LR,2,0.0609841,Q1,Q01,F,26-30,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100307,tfMRI_LANGUAGE_RL,3,0.0610657,Q1,Q01,F,26-30,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100307,tfMRI_LANGUAGE_LR,3,0.0631407,Q1,Q01,F,26-30,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100307,tfMRI_RELATIONAL_RL,5,0.0655718,Q1,Q01,F,26-30,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100307,tfMRI_RELATIONAL_LR,5,0.0637944,Q1,Q01,F,26-30,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100307,tfMRI_SOCIAL_RL,6,0.0638664,Q1,Q01,F,26-30,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100307,tfMRI_SOCIAL_LR,6,0.0595175,Q1,Q01,F,26-30,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100408,rfMRI_REST1_LR,0,0.106124,Q3,Q03,M,31-35,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100408,rfMRI_REST1_RL,0,0.0939149,Q3,Q03,M,31-35,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100408,rfMRI_REST2_LR,0,0.102772,Q3,Q03,M,31-35,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100408,rfMRI_REST2_RL,0,0.0899544,Q3,Q03,M,31-35,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100408,tfMRI_MOTOR_RL,4,0.0951272,Q3,Q03,M,31-35,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100408,tfMRI_MOTOR_LR,4,0.106913,Q3,Q03,M,31-35,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100408,tfMRI_WM_RL,7,0.104079,Q3,Q03,M,31-35,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100408,tfMRI_WM_LR,7,0.135455,Q3,Q03,M,31-35,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100408,tfMRI_EMOTION_RL,1,0.112662,Q3,Q03,M,31-35,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100408,tfMRI_EMOTION_LR,1,0.112409,Q3,Q03,M,31-35,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100408,tfMRI_GAMBLING_RL,2,0.0978865,Q3,Q03,M,31-35,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100408,tfMRI_GAMBLING_LR,2,0.109229,Q3,Q03,M,31-35,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100408,tfMRI_LANGUAGE_RL,3,0.0964306,Q3,Q03,M,31-35,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100408,tfMRI_LANGUAGE_LR,3,0.142514,Q3,Q03,M,31-35,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100408,tfMRI_RELATIONAL_RL,5,0.101569,Q3,Q03,M,31-35,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100408,tfMRI_RELATIONAL_LR,5,0.142547,Q3,Q03,M,31-35,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100408,tfMRI_SOCIAL_RL,6,0.091231,Q3,Q03,M,31-35,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100408,tfMRI_SOCIAL_LR,6,0.111908,Q3,Q03,M,31-35,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100610,rfMRI_REST1_LR,0,0.0926461,S900,Q08,M,26-30,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100610,rfMRI_REST1_RL,0,0.101184,S900,Q08,M,26-30,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100610,rfMRI_REST2_LR,0,0.0993531,S900,Q08,M,26-30,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100610,rfMRI_REST2_RL,0,0.11425,S900,Q08,M,26-30,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100610,tfMRI_MOTOR_RL,4,0.102224,S900,Q08,M,26-30,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100610,tfMRI_MOTOR_LR,4,0.106567,S900,Q08,M,26-30,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100610,tfMRI_WM_RL,7,0.105902,S900,Q08,M,26-30,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100610,tfMRI_WM_LR,7,0.101814,S900,Q08,M,26-30,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100610,tfMRI_EMOTION_RL,1,0.110913,S900,Q08,M,26-30,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100610,tfMRI_EMOTION_LR,1,0.105609,S900,Q08,M,26-30,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100610,tfMRI_GAMBLING_RL,2,0.108041,S900,Q08,M,26-30,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100610,tfMRI_GAMBLING_LR,2,0.100363,S900,Q08,M,26-30,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100610,tfMRI_LANGUAGE_RL,3,0.137561,S900,Q08,M,26-30,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100610,tfMRI_LANGUAGE_LR,3,0.102209,S900,Q08,M,26-30,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100610,tfMRI_RELATIONAL_RL,5,0.11407,S900,Q08,M,26-30,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100610,tfMRI_RELATIONAL_LR,5,0.105696,S900,Q08,M,26-30,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100610,tfMRI_SOCIAL_RL,6,0.10877,S900,Q08,M,26-30,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100610,tfMRI_SOCIAL_LR,6,0.111626,S900,Q08,M,26-30,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
101006,rfMRI_REST1_LR,0,0.0948787,S500,Q06,F,31-35,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101006,rfMRI_REST1_RL,0,0.0810702,S500,Q06,F,31-35,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101006,rfMRI_REST2_LR,0,0.0916466,S500,Q06,F,31-35,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101006,rfMRI_REST2_RL,0,0.0776298,S500,Q06,F,31-35,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101006,tfMRI_MOTOR_RL,4,0.109379,S500,Q06,F,31-35,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101006,tfMRI_MOTOR_LR,4,0.097517,S500,Q06,F,31-35,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101006,tfMRI_WM_RL,7,0.0745541,S500,Q06,F,31-35,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101006,tfMRI_WM_LR,7,0.0871862,S500,Q06,F,31-35,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101006,tfMRI_EMOTION_RL,1,0.0644063,S500,Q06,F,31-35,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101006,tfMRI_EMOTION_LR,1,0.0672447,S500,Q06,F,31-35,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101006,tfMRI_GAMBLING_RL,2,0.0725133,S500,Q06,F,31-35,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101006,tfMRI_GAMBLING_LR,2,0.0938932,S500,Q06,F,31-35,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101006,tfMRI_LANGUAGE_RL,3,0.0713595,S500,Q06,F,31-35,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101006,tfMRI_LANGUAGE_LR,3,0.0793737,S500,Q06,F,31-35,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101006,tfMRI_RELATIONAL_RL,5,0.0899947,S500,Q06,F,31-35,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101006,tfMRI_RELATIONAL_LR,5,0.0890623,S500,Q06,F,31-35,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101006,tfMRI_SOCIAL_RL,6,0.0692074,S500,Q06,F,31-35,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101006,tfMRI_SOCIAL_LR,6,0.0776972,S500,Q06,F,31-35,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101107,rfMRI_REST1_LR,0,0.16511,S500,Q06,M,22-25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101107,rfMRI_REST1_RL,0,0.0698303,S500,Q06,M,22-25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101107,rfMRI_REST2_LR,0,0.0899731,S500,Q06,M,22-25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101107,rfMRI_REST2_RL,0,0.0785432,S500,Q06,M,22-25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101107,tfMRI_MOTOR_RL,4,0.0717241,S500,Q06,M,22-25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101107,tfMRI_MOTOR_LR,4,0.062256,S500,Q06,M,22-25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101107,tfMRI_WM_RL,7,0.084724,S500,Q06,M,22-25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101107,tfMRI_WM_LR,7,0.0489248,S500,Q06,M,22-25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101107,tfMRI_EMOTION_RL,1,0.15906,S500,Q06,M,22-25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101107,tfMRI_EMOTION_LR,1,0.0676645,S500,Q06,M,22-25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101107,tfMRI_GAMBLING_RL,2,0.0624168,S500,Q06,M,22-25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101107,tfMRI_GAMBLING_LR,2,0.0587466,S500,Q06,M,22-25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101107,tfMRI_LANGUAGE_RL,3,0.109986,S500,Q06,M,22-25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101107,tfMRI_LANGUAGE_LR,3,0.205559,S500,Q06,M,22-25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101107,tfMRI_RELATIONAL_RL,5,0.131564,S500,Q06,M,22-25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101107,tfMRI_RELATIONAL_LR,5,0.0852183,S500,Q06,M,22-25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101107,tfMRI_SOCIAL_RL,6,0.101547,S500,Q06,M,22-25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101107,tfMRI_SOCIAL_LR,6,0.0618632,S500,Q06,M,22-25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101309,rfMRI_REST1_LR,0,0.0601155,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101309,rfMRI_REST1_RL,0,0.0525836,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101309,rfMRI_REST2_LR,0,0.0593796,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101309,rfMRI_REST2_RL,0,0.0657772,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101309,tfMRI_MOTOR_RL,4,0.0672676,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101309,tfMRI_MOTOR_LR,4,0.0690931,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101309,tfMRI_WM_RL,7,0.0476546,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101309,tfMRI_WM_LR,7,0.0544831,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101309,tfMRI_EMOTION_RL,1,0.0486539,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101309,tfMRI_EMOTION_LR,1,0.0555002,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101309,tfMRI_GAMBLING_RL,2,0.0506468,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101309,tfMRI_GAMBLING_LR,2,0.0508264,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101309,tfMRI_LANGUAGE_RL,3,0.0440364,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101309,tfMRI_LANGUAGE_LR,3,0.0534181,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101309,tfMRI_RELATIONAL_RL,5,0.0491646,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101309,tfMRI_RELATIONAL_LR,5,0.054062,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101309,tfMRI_SOCIAL_RL,6,0.0474823,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101309,tfMRI_SOCIAL_LR,6,0.0515417,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101410,rfMRI_REST1_LR,0,0.0911527,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101410,rfMRI_REST1_RL,0,0.0946612,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101410,rfMRI_REST2_LR,0,,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101410,rfMRI_REST2_RL,0,,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101410,tfMRI_MOTOR_RL,4,0.113835,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101410,tfMRI_MOTOR_LR,4,0.109206,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101410,tfMRI_WM_RL,7,0.102882,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101410,tfMRI_WM_LR,7,0.095642,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101410,tfMRI_EMOTION_RL,1,0.081003,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101410,tfMRI_EMOTION_LR,1,0.097945,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101410,tfMRI_GAMBLING_RL,2,0.101879,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101410,tfMRI_GAMBLING_LR,2,0.105058,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101410,tfMRI_LANGUAGE_RL,3,0.089962,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101410,tfMRI_LANGUAGE_LR,3,0.088968,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101410,tfMRI_RELATIONAL_RL,5,0.0890646,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101410,tfMRI_RELATIONAL_LR,5,0.0929736,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101410,tfMRI_SOCIAL_RL,6,0.0816549,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101410,tfMRI_SOCIAL_LR,6,0.0903892,S500,Q06,M,26-30,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101915,rfMRI_REST1_LR,0,0.0909439,Q3,Q04,F,31-35,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
101915,rfMRI_REST1_RL,0,0.0952612,Q3,Q04,F,31-35,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
101915,rfMRI_REST2_LR,0,0.0680769,Q3,Q04,F,31-35,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
101915,rfMRI_REST2_RL,0,0.0841291,Q3,Q04,F,31-35,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
